<<<<<<< HEAD
,名称,创建日期,播放次数,收藏量,转发量,评论数,歌单长度,tag1
411,漫波~（哈基米活全家音乐）,2025-08-02,37504,607,32,5,45,流行 快乐 00后
412,哭干了眼泪 不再继续讲伤悲,2025-06-13,78059,362,20,7,200,流行 00后 伤感
413,网络没有避风港 怕黑别玩互联网,2025-03-24,39184,255,3,3,130,流行 00后 网络歌曲
414,少年励志歌曲 ｜谁的青春谁做主,2023-12-07,68488,290,2,1,84,华语 00后 快乐
415,不同风格的中文说唱,2022-10-31,48638,165,5,6,714,说唱 00后 华语
416,00后童年回忆杀 | 国产动画片主题曲,2025-04-30,677870,5127,139,16,134,华语 流行 00后
417,00后回忆杀 | 童年时光 国产动画主题曲,2023-09-09,1783677,18263,333,49,134,流行 怀旧 00后
418,如果忧郁都是天赋,2025-08-24,3564,20,1,1,23,伤感 00后 nan
419,（powfu）宝 藏 男 孩 →请收下,2020-02-10,514494,6775,165,126,179,流行 治愈 00后
420,当晚风向我徐徐吹来，我又以为回到了从前。,2019-02-04,132769,828,190,7,742,清新 00后 怀旧
421,深夜emo神曲：若月亮还没来 未必 如果可以,2024-04-18,156058,698,2,6,59,流行 00后 伤感
422,工作学习时提神醒脑的励志,2017-06-16,2761396,8314,130,30,452,华语 流行 00后
423,韩流：全球热门的韩语歌曲精选,2024-03-17,13598,53,2,1,43,韩语 流行 00后
424,2000-2009年后港乐时代精选粤语歌,2023-10-22,344906,2129,17,17,98,粤语 00后 流行
>>>>>>> 6013d9562b4a3b1f0ed7952deffda8de1afcc6f3
